Title,Director,Cast,Country,Genre,Year,Hyperref
Beyond Skyline,Liam O'Donnell,"Frank Grillo,Bojana Novakovic,Iko Uwais",United States,science_fiction,2017,Beyond_Skyline
Blade Runner 2049,Denis Villeneuve,"Harrison Ford,Ryan Gosling,Robin Wright,Dave Bautista,Ana de Armas",United States,science_fiction,2017,Blade_Runner_2049
Blame!,Hiroyuki Seshita,,Japan,science_fiction,2017,Blame!_(film)
Bokeh,"Geoffrey Orthwein, Andrew Sullivan","Maika Monroe,Matt O'Leary,Arnar Jónsson",United States,science_fiction,2017,Bokeh_(film)
The Circle,James Ponsoldt,"Tom Hanks,Emma Watson,Patton Oswalt",United States,science_fiction,2017,The_Circle_(2017_film)
Despicable Me 3,"Pierre Coffin,Kyle Balda",Steve Carell(voice),United States,science_fiction,2017,Despicable_Me_3
Downsizing,Alexander Payne,"Matt Damon,Christoph Waltz",United States,science_fiction,2017,Downsizing_(film)
Geostorm,Dean Devlin,"Gerard Butler,Abbie Cornish",United States,science_fiction,2017,Geostorm
Ghost in the Shell,Rupert Sanders,"Scarlett Johansson,Pilou Asbæk",United States,science_fiction,2017,Ghost_in_the_Shell_(2017_film)
Godzilla: Planet of the Monsters,Kōbun ShizunoHiroyuki Seshita,,Japan,science_fiction,2017,Godzilla:_Planet_of_the_Monsters
Guardians of the Galaxy Vol. 2,James Gunn,"Chris Pratt,Dave Bautista,Zoe Saldana",United States,science_fiction,2017,Guardians_of_the_Galaxy_Vol._2
How to Talk to Girls at Parties,John Cameron Mitchell,"Elle Fanning,Alex Sharp,Nicole Kidman,Ruth Wilson,Matt Lucas",United KingdomUnited States,science_fiction,2017,How_to_Talk_to_Girls_at_Parties_(film)
IBoy,Adam Randall,"Bill Milner,Maisie Williams, Jordan Bolger,Charley Palmer Rothwell, Aymen Hamdouchi,Miranda Richardson,Rory Kinnear",United Kingdom,science_fiction,2017,IBoy
Kill Switch,Tim Smit,"Dan Stevens,Bérénice Marlohe,Tygo Gernandt,Charity Wakefield,Bas Keijzer,Mike Libanon,Mike Reus",United States,science_fiction,2017,Kill_Switch_(2017_film)
Kong: Skull Island,Jordan Vogt-Roberts,"Tom Hiddleston,Samuel L. Jackson,John Goodman",United States,science_fiction,2017,Kong:_Skull_Island
Justice League,Zack Snyder,"Henry Cavill,Ben Affleck,Gal Gadot,Jason Momoa,Ezra Miller,Ray Fisher",United States,science_fiction,2017,Justice_League_(film)
The Last Scout,Simon Phillips,"Blaine Grey,Simon Phillips,Peter Woodward",United Kingdom,science_fiction,2017,/w/index.php?title=The_Last_Scout&action=edit&redlink=1
Life,Daniel Espinosa,"Ryan Reynolds,Rebecca Ferguson,Jake Gyllenhaal,Hiroyuki Sanada",United States,science_fiction,2017,Life_(2017_film)
Logan,James Mangold,"Hugh Jackman,Patrick Stewart,Dafne Keen",United States,science_fiction,2017,Logan_(film)
The Man from Earth: Holocene,Richard Schenkman,"David Lee Smith,William Katt,Vanessa Williams,Michael Dorn,Sterling Knight,Brittany Curran,Carlos Knight,Akemi Look,John Billingsley",United States,science_fiction,2017,The_Man_from_Earth:_Holocene
The Man with the Magic Box,Bodo Kox,"Olga Bołądź,Piotr Polak,Sebastian Stankiewicz",PolandItaly,science_fiction,2017,The_Man_with_the_Magic_Box
Orbiter 9,Hatem Khraiche,"Clara Lago,Álex González",SpainColombia,science_fiction,2017,Orbiter_9
OtherLife,Ben C. Lucas,"Jessica De Gouw,T.J. Power, Thomas Cocquerel, Clarence Ryan,Tiriel Mora, Adriane Daff",Australia,science_fiction,2017,OtherLife
Power Rangers,Dean Israelite,"Naomi Scott,Becky G,RJ Cyler,Dacre Montgomery,Ludi Lin",United States,science_fiction,2017,Power_Rangers_(film)
The Recall,Mauro Borrelli,"Wesley Snipes,RJ Mitte",United StatesCanada,science_fiction,2017,The_Recall_(2017_film)
Rememory,Mark Palansky,"Peter Dinklage,Julia Ormond,Anton Yelchin,Colin Lawrence","United KingdomUnited States
Canada",science_fiction,2017,Rememory
Resident Evil: Vendetta,Takanori Tsujimoto,"Kevin Dorman,Matthew Mercer,Erin Cahill,John DeMita",Japan,science_fiction,2017,Resident_Evil:_Vendetta
Revolt,Joe Miale,"Lee Pace,Bérénice Marlohe",United States,science_fiction,2017,Revolt_(film)
Singularity,Robert Kouba,"John Cusack,Carmen Argenziano,Julian Schaffner,Jeannine Wacker[de]",Switzerland United States,science_fiction,2017,Singularity_(2017_film)
The Space Between Us,Peter Chelsom,"Asa Butterfield,Britt Robertson,Gary Oldman",United States,science_fiction,2017,The_Space_Between_Us_(film)
Spider-Man: Homecoming,Jon Watts,"Tom Holland,Michael Keaton,Jon Favreau,Gwyneth Paltrow,Zendaya,Donald Glover,Jacob Batalon,Laura Harrier,Tony Revolori,Bokeem Woodbine,Tyne Daly,Marisa Tomei,Robert Downey Jr.",United States,science_fiction,2017,Spider-Man:_Homecoming
Starship Troopers: Traitor of Mars,"Shinji Aramaki, Masaru Matsumoto","Casper Van Dien,Dina Meyer,DeRay Davis",Japan United States,science_fiction,2017,Starship_Troopers:_Traitor_of_Mars
Star Wars: The Last Jedi,Rian Johnson,"Adam Driver,Daisy Ridley,John Boyega,Oscar Isaac",United States,science_fiction,2017,Star_Wars:_The_Last_Jedi
Thor: Ragnarok,Taika Waititi,"Chris Hemsworth,Tom Hiddleston,Cate Blanchett",United States,science_fiction,2017,Thor:_Ragnarok
Time Trap,Ben FosterandMark Dennis,"Brianne Howey,Cassidy Erin Gifford,Olivia Draguicevich,Andrew Wilson,Reiley McClendon",United States,science_fiction,2017,Time_Trap_(film)
Transformers: The Last Knight,Michael Bay,"Mark Wahlberg,Isabela Moner,Josh Duhamel,Tyrese Gibson",United States,science_fiction,2017,Transformers:_The_Last_Knight
Valerian and the City of a Thousand Planets,Luc Besson,"Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna,Ethan Hawke",France,science_fiction,2017,Valerian_and_the_City_of_a_Thousand_Planets
War for the Planet of the Apes,Matt Reeves,"Andy Serkis,Steve Zahn,Woody Harrelson",United States,science_fiction,2017,War_for_the_Planet_of_the_Apes
Werewolves of the Third Reich,Andrew Jones,"Annabelle Lanyon, Lee Bane, Derek Nelson",United Kingdom,science_fiction,2017,Werewolves_of_the_Third_Reich
What Happened to Monday,Tommy Wirkola,"Noomi Rapace,Willem Dafoe,Glenn Close",United KingdomUnited StatesFranceBelgium,science_fiction,2017,What_Happened_to_Monday
2.0,S. Shankar,"Rajinikanth,Amy Jackson",India,science_fiction,2018,2.0_(film)
Aliens Ate My Homework,Sean McNamara,"Jayden Greig,William Shatner,Dan Payne",United States,science_fiction,2018,Aliens_Ate_My_Homework_(2018_film)
Annihilation,Alex Garland,"Natalie Portman,Jennifer Jason Leigh,Tessa Thompson",United States,science_fiction,2018,Annihilation_(film)
Anon,Andrew Niccol,"Clive Owen,Amanda Seyfried",United States,science_fiction,2018,Anon_(film)
Ant-Man and the Wasp,Peyton Reed,"Paul Rudd,Evangeline Lilly,Michael Douglas",United States,science_fiction,2018,Ant-Man_and_the_Wasp
Avengers: Infinity War,Russo brothers,"Robert Downey Jr.,Josh Brolin,Chris Evans,Scarlett Johansson",United States,science_fiction,2018,Avengers:_Infinity_War
Await Further Instructions,Johnny Kevorkian,"Sam Gittins,Neerja Naik,Abigail Cruttenden,David Bradley,",United States,science_fiction,2018,Await_Further_Instructions
A.X.L.,Oliver Daly,"Alex Neustaedter,Becky G,Alex MacNicoll,Dominic Rains,Thomas Jane",United States,science_fiction,2018,A.X.L.
Black Panther,Ryan Coogler,"Chadwick Boseman,Lupita Nyong'o,Michael B. Jordan",United States,science_fiction,2018,Black_Panther_(film)
Bumblebee,Travis Knight,"Hailee Steinfeld,John Cena",United States,science_fiction,2018,Bumblebee_(film)
The Cloverfield Paradox,Julius Onah,"David Oyelowo,Gugu Mbatha-Raw",United States,science_fiction,2018,The_Cloverfield_Paradox
Deadpool 2,David Leitch,"Ryan Reynolds,Josh Brolin",United States,science_fiction,2018,Deadpool_2
Elizabeth Harvest,Sebastian Gutierrez,"Abbey Lee,Dylan Baker,Matthew Beard,Carla Gugino,Ciarán Hinds",United States,science_fiction,2018,Elizabeth_Harvest
Extinction,Ben Young,"Michael Peña,Lizzy Caplan",United States,science_fiction,2018,Extinction_(2018_film)
The First Purge,Gerard McMurray,,United States,science_fiction,2018,The_First_Purge
Forsaken,Alexander Kulikov,Alexander Kulikov,Russia,science_fiction,2018,Forsaken_(2018_film)
Freaks,"Adam Stein,Zach Lipovsky","Emile Hirsch,Bruce Dern,Grace Park,",United StatesCanada,science_fiction,2018,Freaks_(2018_film)
Godzilla: City on the Edge of Battle,"Kōbun Shizuno, Hiroyuki Seshita",,Japan,science_fiction,2018,Godzilla:_City_on_the_Edge_of_Battle
Godzilla: The Planet Eater,"Kōbun Shizuno, Hiroyuki Seshita",,Japan,science_fiction,2018,Godzilla:_The_Planet_Eater
High Life,Claire Denis,"Robert Pattinson,Mia Goth,Juliette Binoche",United KingdomFranceGermany,science_fiction,2018,High_Life_(2018_film)
His Master's Voice,György Pálfi,"Kate Vernon,Marshall Williams,Eric Peterson",HungaryCanada,science_fiction,2018,His_Master%27s_Voice_(2018_film)
Hotel Artemis,Drew Pearce,"Jodie Foster,Sterling K. Brown,Sofia Boutella,Jeff Goldblum",United States,science_fiction,2018,Hotel_Artemis
How It Ends,David M. Rosenthal,"Theo James,Forest Whitaker,Grace Dove,Kat Graham,Mark O'Brien",United States,science_fiction,2018,How_It_Ends_(2018_film)
The Humanity Bureau,Rob W. King,"Nicolas Cage,Sarah Lind",Canada,science_fiction,2018,The_Humanity_Bureau
Illang: The Wolf Brigade,Kim Jee-woon,"Gang Dong-won,Han Hyo-joo,Jung Woo-sung,Kim Mu-yeol",South Korea,science_fiction,2018,Illang:_The_Wolf_Brigade
Isle of Dogs,Wes Anderson,"Bryan Cranston(voice),Koyu Rankin(voice),Edward Norton(voice)",United StatesGermany,science_fiction,2018,Isle_of_Dogs_(film)
Jonathan,Bill Oliver,"Ansel Elgort,Suki Waterhouse,Patricia Clarkson",United States,science_fiction,2018,Jonathan_(2018_film)
Jurassic World: Fallen Kingdom,Juan Antonio Bayona,"Chris Pratt,Bryce Dallas Howard",United States,science_fiction,2018,Jurassic_World:_Fallen_Kingdom
Kin,"Jonathan Baker, Josh Baker","Jack Reynor,James Franco",United States,science_fiction,2018,Kin_(film)
Maze Runner: The Death Cure,Wes Ball,Dylan O'Brien,United States,science_fiction,2018,Maze_Runner:_The_Death_Cure
Mortal Engines,Christian Rivers,"Robert Sheehan,Hera Hilmar, Leila George,Ronan Raftery,Hugo Weaving,Stephen Lang",United States,science_fiction,2018,Mortal_Engines_(film)
Mute,Duncan Jones,"Alexander Skarsgård,Paul Rudd,Justin Theroux",United KingdomGermany,science_fiction,2018,Mute_(2018_film)
Nekrotronic,Kiah Roache-Turner,"Ben O'Toole,Monica Bellucci,Caroline Ford",Australia,science_fiction,2018,Nekrotronic
Occupation,Luke Sparke,"Dan Ewing, Temuera Morrison, Stephany Jacobsen",Australia,science_fiction,2018,Occupation_(2018_film)
Overlord,Julius Avery,"Jovan Adepo,Wyatt Russell, Mathilde Ollivier",United States,science_fiction,2018,Overlord_(2018_film)
Pacific Rim: Uprising,Steven S. DeKnight,"John Boyega,Cailee Spaeny,Scott Eastwood",United States,science_fiction,2018,Pacific_Rim_Uprising
The Predator,Shane Black,"Boyd Holbrook,Olivia Munn,Trevante Rhodes",United States,science_fiction,2018,The_Predator_(film)
Prospect,"Zeek Earl, Christopher Caldwell","Sophie Thatcher,Pedro Pascal",United States,science_fiction,2018,Prospect_(film)
Rampage,Brad Peyton,"Dwayne Johnson,Naomie Harris,Malin Åkerman,Joe Manganiello,Jake Lacy,Marley Shelton,Jeffrey Dean Morgan",United States,science_fiction,2018,Rampage_(2018_film)
Ready Player One,Steven Spielberg,"Tye Sheridan,Olivia Cooke",United States,science_fiction,2018,Ready_Player_One_(film)
Solo: A Star Wars Story,Ron Howard,"Alden Ehrenreich,Donald Glover,Emilia Clarke,Woody Harrelson",United States,science_fiction,2018,Solo:_A_Star_Wars_Story
Spider-Man: Into the Spider-Verse,"Bob Persichetti,Peter Ramsey,Rodney Rothman","Jake Johnson(voice),Hailee Steinfeld(voice),Mahershala Ali(voice),Brian Tyree Henry(voice),Lily Tomlin(voice),Luna Lauren Velez(voice),John Mulaney(voice),Kimiko Glenn (voice),Nicolas Cage(voice),Liev Schreiber(voice)",United States,science_fiction,2018,Spider-Man:_Into_the_Spider-Verse
Tau,Frederico D'Alessendro,"Maika Monroe,Ed Skrein,Gary Oldman",United States,science_fiction,2018,Tau_(film)
The Titan,Lennart Ruff,"Sam Worthington,Taylor Schilling",United KingdomSpainUnited States,science_fiction,2018,The_Titan_(film)
Upgrade,Leigh Whannell,Logan Marshall-Green,Australia,science_fiction,2018,Upgrade_(film)
Venom,Ruben Fleischer,"Tom Hardy,Michelle Williams,Riz Ahmed",United States,science_fiction,2018,Venom_(2018_film)
9,Jenuse Mohamed,"Prithviraj Sukumaran,Mamtha Mohandas,Prakash Raj,Wamiqa Gabbi, Master Alok",India,science_fiction,2019,9_(2019_film)
3022,John Suits,"Omar Epps,Kate Walsh,Miranda Cosgrove,Angus Macfadyen",United States,science_fiction,2019,3022
Ad Astra,James Gray,"Brad Pitt,Tommy Lee Jones",United States,science_fiction,2019,Ad_Astra_(film)
Alien Warfare,Jeremiah Jones,"Clayton Snyder,Daniel Washington,Larissa Andrade,Kaitlyn Hiller",United States,science_fiction,2019,/w/index.php?title=Alien_Warfare&action=edit&redlink=1
Alita: Battle Angel,Robert Rodriguez,"Rosa Salazar,Mahershala Ali,Christoph Waltz",United States,science_fiction,2019,Alita:_Battle_Angel
Aniara,"Pella Kågerman,Hugo Lilja","Emelie Jonsson,Bianca Cruzeiro,Arvin Kananian",Sweden,science_fiction,2019,Aniara_(film)
Assimilate,John Murlowski,"Joel Courtney,Andi Matichak,Calum Worthy",United States,science_fiction,2019,Assimilate
Avengers: Endgame,Russo brothers,"Robert Downey Jr.,Josh Brolin,Chris Evans,Scarlett Johansson",United States,science_fiction,2019,Avengers:_Endgame
Brightburn,David Yarovesky,"Elizabeth Banks,David Denman",United States,science_fiction,2019,Brightburn
Captain Marvel,Anna Boden and Ryan Fleck,"Brie Larson,Samuel L. Jackson,Jude Law",United States,science_fiction,2019,Captain_Marvel_(film)
Captive State,Rupert Wyatt,"John Goodman,Vera Farmiga,Ashton Sanders,Jonathan Majors",United States,science_fiction,2019,Captive_State_(film)
Cargo,Arati Kadav,"Vikrant Massey,Shweta Tripathi,",India,science_fiction,2019,Cargo_(2019_film)
Code 8,Jeff Chan,"Robbie Amell,Stephen Amell,Sung Kang",Canada,science_fiction,2019,Code_8_(2019_film)
Cosmos,Elliot and Zander Weaver,"Tom England, Joshua Ford, Arjun Singh Panam, Ben Vardy",United Kingdom,science_fiction,2019,Cosmos_(2019_film)
Crazy Alien,Ning Hao,"Huang Bo,Shen Teng,Matthew Morrison",China,science_fiction,2019,Crazy_Alien
Dark Phoenix,Simon Kinberg,"James McAvoy,Michael Fassbender,Jennifer Lawrence",United States,science_fiction,2019,Dark_Phoenix_(film)
Doom: Annihilation,Tony Giglio,"Amy Manson,Dominic Mafham,Luke Allen-Gale,Nina Bergman",United States,science_fiction,2019,Doom:_Annihilation
Gemini Man,Ang Lee,"Will Smith,Mary Elizabeth Winstead",United States,science_fiction,2019,Gemini_Man_(film)
Godzilla: King of the Monsters,Michael Dougherty,"Millie Bobby Brown,Kyle Chandler,Vera Farmiga",United States,science_fiction,2019,Godzilla:_King_of_the_Monsters_(2019_film)
Hellboy (2019 film),Neil Marshall,"David Harbour,Milla Jovovich,Ian McShane,Sasha Lane,Daniel Dae Kim,Thomas Haden Church,",United States,science_fiction,2019,Hellboy_(2019_film)
I Am Mother,Grant Sputore,"Clara Rugaard,Rose Byrne,Hilary Swank",Australia,science_fiction,2019,I_Am_Mother
In the Shadow of the Moon,Jim Mickle,"Boyd Holbrook,Cleopatra Coleman,Michael C. Hall",United States,science_fiction,2019,In_the_Shadow_of_the_Moon_(2019_film)
Io,Jonathan Helpert,"Margaret Qualley,Anthony Mackie",United States,science_fiction,2019,Io_(film)
Iron Sky: The Coming Race,Timo Vuorensola,"Julia Dietze,Udo Kier,Tom Green",Finland,science_fiction,2019,Iron_Sky:_The_Coming_Race
Men in Black: International,F. Gary Gray,"Chris Hemsworth,Tessa Thompson",United States,science_fiction,2019,Men_in_Black:_International
Project Ghazi,Nadir Shah,"Humayun Saeed,Sheheryar Munawar,Syra Shehroz,Adnan Jaffar,Talat Hussain, Amir Qureshi, Nusrat Hidayutullah, Raza Hyder",Pakistan,science_fiction,2019,Project_Ghazi
Replicas,Jeffrey Nachmanoff,"Keanu Reeves,Alice Eve",United States,science_fiction,2019,Replicas_(film)
Rim of the World,McG,"Jack Gore,Miya Cech,Benjamin Flores Jr., Alessio Scalzotto",United States,science_fiction,2019,Rim_of_the_World
See You Yesterday,Stefon Bristol,"Eden Duncan-Smith,Danté Crichlow,Marsha Stephanie Blake,Johnathan Nieves,Myra Lucretia Taylor,Wavyy Jonez,Rayshawn Richardson,Ron Bobb-Semple,Astro (rapper)",United States,science_fiction,2019,See_You_Yesterday
Shanghai Fortress,Teng Huatao,"Lu Han,Shu Qi",China,science_fiction,2019,Shanghai_Fortress
Short Circuit,Faisal Hashmi,"Dhvanit Thaker, Kinjal Rajpriya",India,science_fiction,2019,Short_Circuit_(2019_film)
Star Wars: The Rise of Skywalker,J. J. Abrams,"Adam Driver,Daisy Ridley,John Boyega,Oscar Isaac",United States,science_fiction,2019,Star_Wars:_The_Rise_of_Skywalker
Terminator: Dark Fate,Tim Miller,"Arnold Schwarzenegger,Linda Hamilton",United States,science_fiction,2019,Terminator:_Dark_Fate
The Wandering Earth,Frant Gwo,"Wu Jing,Qu Chuxiao,Li Guangjie",China,science_fiction,2019,The_Wandering_Earth
The Vast of Night,Andrew Patterson,"Sierra McCormick, Jake Horowitz",United States,science_fiction,2019,The_Vast_of_Night
The 6th Day,Roger Spottiswoode,"Arnold Schwarzenegger,Tony Goldwyn,Michael Rapaport",United States,science_fiction,2000,The_6th_Day
Amazone,Philippe de Broca,"Jean-Paul Belmondo,Arielle Dombasle,Patrick Bouchitey",FranceSpain,science_fiction,2000,/w/index.php?title=Amazone_(film)&action=edit&redlink=1
Battlefield Earth,Roger Christian,"John Travolta,Barry Pepper,Forest Whitaker",United States,science_fiction,2000,Battlefield_Earth_(film)
The Cell,Tarsem Singh,"Jennifer Lopez,Vince Vaughn,Vincent D'Onofrio",United States,science_fiction,2000,The_Cell_(film)
Escaflowne,Kazuki Akane,,Japan,science_fiction,2000,Escaflowne_(film)
Godzilla vs. Megaguirus,Masaaki Tezuka,"Misako Tanaka,Shosuke Tanihara,Masato Ibu",Japan,science_fiction,2000,Godzilla_vs._Megaguirus
Happy Accidents,Brad Anderson,"Marisa Tomei,Vincent D'Onofrio",United States,science_fiction,2000,Happy_Accidents_(film)
Hollow Man,Paul Verhoeven,"Kevin Bacon,Elisabeth Shue,Josh Brolin",United States,science_fiction,2000,Hollow_Man
I.K.U.,Shu Lea Cheang,Aja,Japan,science_fiction,2000,I.K.U.
Mission to Mars,Brian De Palma,"Gary Sinise,Tim Robbins,Don Cheadle",United States,science_fiction,2000,Mission_to_Mars
Pitch Black,David N. Twohy,"Radha Mitchell,Vin Diesel,Cole Hauser",United States,science_fiction,2000,Pitch_Black_(film)
Possible Worlds,Robert Lepage,"Tilda Swinton,Tom McCamus,Sean McCann",Canada,science_fiction,2000,Possible_Worlds_(film)
Red Planet,Antony Hoffman,"Val Kilmer,Carrie-Anne Moss,Benjamin Bratt,Tom Sizemore",United States,science_fiction,2000,Red_Planet_(film)
Space Cowboys,Clint Eastwood,"Clint Eastwood,Tommy Lee Jones,Donald Sutherland,James Garner",United States,science_fiction,2000,Space_Cowboys
Supernova,Thomas Lee,"James Spader,Angela Bassett,Robert Forster,Lou Diamond Phillips",United States,science_fiction,2000,Supernova_(2000_film)
Titan A.E.,"Don Bluth,Gary Goldman","Matt Damon(voice),Bill Pullman(voice),John Leguizamo(voice),Nathan Lane(voice),Drew Barrymore(voice)",United States,science_fiction,2000,Titan_A.E.
Unbreakable,M. Night Shyamalan,"Bruce Willis,Samuel L. Jackson",United States,science_fiction,2000,Unbreakable_(film)
What Planet Are You From?,Mike Nichols,"Garry Shandling,Annette Bening,Greg Kinnear",United States,science_fiction,2000,What_Planet_Are_You_From%3F
X-Men,Bryan Singer,"Hugh Jackman,Patrick Stewart,Ian McKellen,Halle Berry,Anna Paquin",United States,science_fiction,2000,X-Men_(film)
A.I. Artificial Intelligence,Steven Spielberg,"Haley Joel Osment,Jude Law,Frances O'Connor",United States,science_fiction,2001,A.I._Artificial_Intelligence
Atlantis: The Lost Empire,"Gary Trousdale,Kirk Wise","Michael J. Fox(voice),James Garner(voice),Leonard Nimoy(voice)",United States,science_fiction,2001,Atlantis:_The_Lost_Empire
